day;temperature_max;temperature_min;humidity;precip_intensity;precip_intensity_max;pressure;visibility;wind_speed
2016-08-01 23:00:00+00:00;19.45;14.72;0.94;0.3498;2.6766;1011.2;4823;7.06
2016-08-03 23:00:00+00:00;21.22;15.4;0.77;1;0.0197;1010.6;6216;6.29
2016-08-05 23:00:00+00:00;23.36;12.46;0.77;0;0;1027.1;6216;3.13
2016-08-07 23:00:00+00:00;21.39;14.41;0.67;0;0;1022.4;6216;4.76
2016-08-09 23:00:00+00:00;20.38;9.84;0.69;0;0;1025.2;6216;2.66
2016-08-11 23:00:00+00:00;22.84;13.47;0.79;0;0;1024.2;6177;3.6
2016-08-13 23:00:00+00:00;23.32;12.52;0.72;0;0;1024.7;6216;1.51
2016-08-15 23:00:00+00:00;24.82;10.88;0.74;0;0;1018.8;6029;2.57
2016-08-17 23:00:00+00:00;24.86;15.5;0.79;0.0208;0.2469;1010.2;5899;1.45
2016-08-19 23:00:00+00:00;19.14;15.6;0.81;92;0.9471;1007.9;6086;9.4
2016-08-21 23:00:00+00:00;22.01;15.65;0.82;0.0041;0.0616;1024.1;6195;5.85
2016-08-23 23:00:00+00:00;30.92;16.23;0.75;0.0009;0.0169;1017.6;6216;1.3
2016-08-25 23:00:00+00:00;26.84;16.87;0.71;0.0038;0.0595;1017.4;5121;1.99
2016-08-27 23:00:00+00:00;19.61;16.41;0.88;4;0.0243;1013.7;5731;5.16
2016-08-29 23:00:00+00:00;24.57;10.37;0.77;0;0;1024.4;5763;1.36
2016-08-31 23:00:00+00:00;22.58;11.59;0.8;0;0;1023.4;6101;2.42
2016-09-02 23:00:00+00:00;19.72;11.19;0.89;0.1571;1.7988;1016.6;5953;4.13
2016-09-04 23:00:00+00:00;22.67;14.51;0.91;0.1305;0.6767;1019.2;4993;2.25
2016-09-06 23:00:00+00:00;26.36;17.54;0.78;0;0;1017.8;6216;2.54
2016-09-08 23:00:00+00:00;21.26;15.35;0.84;0.0045;0.0402;1015.6;5972;5.47
2016-09-10 23:00:00+00:00;20.21;8.24;0.78;0.0006;0.0132;1017.1;6139;1.75
2016-09-12 23:00:00+00:00;28.15;15.72;0.77;0;0;1009;6216;2.6
2016-09-14 23:00:00+00:00;25.39;14.95;0.83;0.0234;0.3566;1009.9;5943;2.23
2016-09-16 23:00:00+00:00;16.41;11.67;0.84;0;0;1020.2;6188;4.59
2016-09-18 23:00:00+00:00;20.11;13.05;0.84;0.0824;0.5028;1021.5;5676;1.18
2016-09-20 23:00:00+00:00;20.79;13.2;0.86;0;0;1018;5457;2.05
2016-09-22 23:00:00+00:00;19.09;7.78;0.75;0;0;1024.4;6216;1.83
2016-09-24 23:00:00+00:00;19.63;12.8;0.74;0.0454;0.6707;1015;6173;5.73
2016-09-26 23:00:00+00:00;18.64;10.99;0.87;0.0096;87;1022.8;5837;4.15
2016-09-28 23:00:00+00:00;19.2;12.61;0.84;0.0503;0.2988;1016.4;5186;5.54
2016-09-30 23:00:00+00:00;15.58;9.62;0.87;0.2911;1.6099;1006.4;5654;2.39
2016-10-02 23:00:00+00:00;18.7;3.85;0.79;0;0;1028;5935;1.69
2016-10-04 23:00:00+00:00;17.41;10.03;0.73;0;0;1028.1;6019;5.51
2016-10-06 23:00:00+00:00;15;10.22;0.81;0;0;1021.7;6216;2
2016-10-08 23:00:00+00:00;15.66;8;0.82;0.0004;0.0092;1027.4;6216;2.08
2016-10-10 23:00:00+00:00;15.66;4.4;0.82;0;0;1022.3;5318;1.45
2016-10-12 23:00:00+00:00;13.94;7.81;0.79;0.0007;0.0148;1012;5.65;3.18
2016-10-14 23:00:00+00:00;16.94;10;0.84;0.0889;0.8676;1006.3;5081;2.92
2016-10-16 23:00:00+00:00;16.67;10.41;0.84;0.0419;0.2341;1018.6;6173;3.43
2016-10-18 23:00:00+00:00;14.23;7.85;0.79;0;0;1021.8;6216;3.62
2016-10-20 23:00:00+00:00;13.66;7.52;0.85;0;0;1020.1;5948;2.45
2016-10-22 23:00:00+00:00;13.47;5.02;0.83;0;0;1010.7;4057;3.73
2016-10-24 23:00:00+00:00;15.42;9.29;0.9;0.0053;0.0784;1021.9;4418;1
2016-10-26 23:00:00+00:00;15.59;8.01;0.88;0.0017;0.0238;1032.5;3679;2.64
2016-10-28 23:00:00+00:00;14.86;9.86;0.89;0;0;1034.4;5026;0.66
2016-10-31 00:00:00+00:00;18.9;7.94;0.88;0;0;1026.4;3323;1.12
2016-11-02 00:00:00+00:00;11.5;1.37;0.81;0;0;1024.9;5976;1.62
2016-11-04 00:00:00+00:00;12.23;4.65;0.91;0.3241;2.4142;1009.9;5242;1.01
2016-11-06 00:00:00+00:00;7.95;0.66;0.81;0.0112;0.1459;1006.9;6216;4.38
2016-11-08 00:00:00+00:00;6.86;-0.72;0.84;0.0245;0.3847;1010.2;5626;1.22
2016-11-10 00:00:00+00:00;11.93;4.27;0.85;0.0013;0.0124;1008.1;6187;3.61
2016-11-12 00:00:00+00:00;11.75;8.17;0.9;0.3236;2.0473;1016.5;3.91;3.81
2016-11-14 00:00:00+00:00;12.89;4.69;0.92;0.0022;0.0343;1030.3;5996;2.43
2016-11-16 00:00:00+00:00;13.58;9.81;0.88;0.0478;0.2551;1016.7;5871;6.36
2016-11-18 00:00:00+00:00;8.13;3.63;0.81;0.0023;0.0648;996.5;6216;3.79
2016-11-20 00:00:00+00:00;11.07;4.79;0.89;0.7453;3.6478;986.6;5433;6.98
2016-11-22 00:00:00+00:00;11.74;7.22;0.81;79;0.4397;1000;6125;8.21
2016-11-24 00:00:00+00:00;11.75;7.69;0.82;0;0;1020.2;6216;7.64
2016-11-26 00:00:00+00:00;7.62;2.21;0.9;0;0;1020.2;3369;1.72
2016-11-28 00:00:00+00:00;9.27;0.9;0.7;0;0;1028.7;6216;4.04
2016-11-30 00:00:00+00:00;7.75;-4.43;0.8;0;0;1034.7;6197;0.55
2016-12-02 00:00:00+00:00;7.93;1.2;0.89;0;0;1026.4;5371;0.4
2016-12-04 00:00:00+00:00;6.95;0.53;0.76;0;0;1022.8;6216;4.71
2016-12-06 00:00:00+00:00;11.24;3.25;0.93;0;0;1026.9;1785;5.43
2016-12-08 00:00:00+00:00;12.62;10.32;0.88;0;0;1026.5;4609;4.62
2016-12-10 00:00:00+00:00;12.68;8.01;0.92;0.0716;0.5233;1021.7;3299;5.46
2016-12-12 00:00:00+00:00;11.23;1.05;0.94;0.0369;0.1753;1022.5;3262;2.6
2016-12-14 00:00:00+00:00;12.39;6.22;0.9;2;0.0328;1019.4;4228;2.52
2016-12-16 00:00:00+00:00;11.34;7.37;0.9;0;0;1024.6;3065;1.38
2016-12-18 00:00:00+00:00;7.95;5.68;0.96;0;0;1036.1;1587;0.48
2016-12-20 00:00:00+00:00;6.94;4.62;0.84;0.0033;0.0396;1020.7;4305;1.98
2016-12-22 00:00:00+00:00;10.31;1.77;0.9;0.0139;0.2276;1027.8;5358;1.76
2016-12-24 00:00:00+00:00;10.84;5.42;0.85;0;0;1027.7;6187;5.31
2016-12-26 00:00:00+00:00;11.87;1.43;0.82;0.0079;0.0991;1032.4;6111;3.51
2016-12-28 00:00:00+00:00;8.31;1.77;0.9;0;0;1042.1;3337;1.72
2016-12-30 00:00:00+00:00;5.09;-1.17;0.95;0.0007;11;1036.6;264;0.39
2017-01-01 00:00:00+00:00;9.41;3.97;0.92;0.2536;1.3199;1018.3;5819;2.82
2017-01-03 00:00:00+00:00;5.68;-2.11;0.89;0.0023;0.0343;1028.9;6201;2.8
2017-01-05 00:00:00+00:00;5.62;-2.14;0.85;0;0;1034.1;6171;0.65
2017-01-07 00:00:00+00:00;10.78;7.1;0.96;102;0.5936;1032.3;3546;2.03
2017-01-09 00:00:00+00:00;10.26;4.83;0.92;0.0802;0.5654;1020.2;4655;5.39
2017-01-11 00:00:00+00:00;11.76;5.6;0.8;0;0;1012.3;5801;5.32
2017-01-13 00:00:00+00:00;6.37;0.69;0.78;0.0553;0.3876;1010.1;6216;6.7
2017-01-15 00:00:00+00:00;9.01;2.12;0.94;0.1278;0.3254;1023.1;4509;2.91
2017-01-17 00:00:00+00:00;6.05;-1.85;0.88;0.0003;0.0055;1035.6;3945;0.75
2017-01-19 00:00:00+00:00;6.67;-2.27;0.79;0;0;1036.2;5278;1.5
2017-01-21 00:00:00+00:00;3.9;-3.74;0.81;0;0;1027.4;5149;1.44
2017-01-23 00:00:00+00:00;3.63;-2.82;0.94;0;0;1028.4;909;0.41
2017-01-25 00:00:00+00:00;4.59;-1.05;0.93;0;0;1027.5;1291;2.61
2017-01-27 00:00:00+00:00;7.7;-0.07;0.88;3;0.0442;1010;3578;4.02
2017-01-29 00:00:00+00:00;9.87;5.16;0.91;0.3147;1.6222;1012.1;5211;5.65
2017-01-31 00:00:00+00:00;10.75;6.12;0.96;0.2996;0.9296;1012.6;2126;5.29
2017-02-02 00:00:00+00:00;10.82;8.97;0.91;0.1257;0.8496;997.3;5263;10.55
2017-02-04 00:00:00+00:00;9.54;4.08;0.87;0.0354;0.1679;997.3;6149;1.87
2017-02-06 00:00:00+00:00;7.56;-1.14;0.9;0.0988;0.7768;1017.3;5074;2.84
2017-02-08 00:00:00+00:00;6.65;1.62;0.87;0;0;1025.6;5403;2.45
2017-02-10 00:00:00+00:00;2.88;0.38;0.89;0.0026;0.0331;1023;1837;3.98
2017-02-12 00:00:00+00:00;6.02;1.9;0.89;0;0;1021.1;2318;4.92
2017-02-14 00:00:00+00:00;10;3.81;0.85;0;0;1022.5;4486;5.93
2017-02-16 00:00:00+00:00;11.84;6.94;0.89;0;0;1030.2;6081;2.87
2017-02-18 00:00:00+00:00;11.96;5.3;0.89;0;0;1025.3;3691;2.11
2017-02-20 00:00:00+00:00;15.68;8.98;0.89;0;0;1019.9;5309;4.27
2017-02-22 00:00:00+00:00;11.35;9.52;0.91;0.0011;0.0125;1010.6;4561;8.66
2017-02-24 00:00:00+00:00;9.98;2.62;0.72;0;0;1016.6;6216;3.32
2017-02-26 00:00:00+00:00;10.71;8.61;0.91;0.0585;0.3783;1007.5;4846;8.61
2017-02-28 00:00:00+00:00;7.82;1.17;0.83;0.0584;0.3225;989.6;6.08;4.89
2017-03-02 00:00:00+00:00;11.33;5.12;0.7;0;0;1009.5;6216;7.53
2017-03-04 00:00:00+00:00;11.03;6.33;0.84;0.0069;0.1104;989.9;6.21;4.42
2017-03-06 00:00:00+00:00;10.59;2.84;0.79;0;0;1004.9;6216;3.79
2017-03-08 00:00:00+00:00;13.11;7.86;0.93;0.1251;0.6632;1013.2;5134;6.57
2017-03-10 00:00:00+00:00;10.48;6.42;0.93;0.0002;5;1025;3113;4.15
2017-03-12 00:00:00+00:00;12.49;7.25;0.89;0.0446;0.3707;1014.9;4635;2.29
2017-03-14 00:00:00+00:00;15.18;7.13;0.85;0;0;1032.9;5779;3.72
2017-03-16 00:00:00+00:00;11.99;5.11;0.91;0;0;1023.5;3763;2.38
2017-03-18 00:00:00+00:00;13.97;9.57;0.86;0.0057;0.0842;1011.9;6016;8.11
2017-03-20 00:00:00+00:00;11.51;7.34;0.91;0.0507;264;1006;5154;8.12
2017-03-22 00:00:00+00:00;10.19;4.33;0.81;0.1117;0.5091;1006.1;5849;5.7
2017-03-24 00:00:00+00:00;13.14;6.58;0.79;0;0;1026.2;4325;6.04
2017-03-26 00:00:00+00:00;16.84;5.61;0.65;0;0;1022.5;6217;6.07
2017-03-27 23:00:00+00:00;15.17;5.07;0.85;0;0;1020.3;4131;4.21
2017-03-29 23:00:00+00:00;18.18;10.86;0.73;0;0;1019.2;6216;3.87
2017-03-31 23:00:00+00:00;14.45;8.06;0.83;0;0;1009.9;6223;5.22
2017-04-02 23:00:00+00:00;12.74;2.56;0.89;0;0;1025.9;5079;2.54
2017-04-04 23:00:00+00:00;16.1;4.94;0.7;0;0;1030.6;6216;3.52
2017-04-06 23:00:00+00:00;16.2;3.55;0.81;0;0;1027.2;5277;1.32
2017-04-08 23:00:00+00:00;19.64;8.2;0.75;0;0;1020.7;4847;3.15
2017-04-10 23:00:00+00:00;14.79;5.04;0.69;0;0;1027.8;6216;3.6
2017-04-12 23:00:00+00:00;14.35;6.31;0.74;0;0;1018.6;6149;2.2
2017-04-14 23:00:00+00:00;14.91;7.76;0.72;0;0;1018.5;6143;4.54
2017-04-16 23:00:00+00:00;13.47;8.46;0.77;0.0024;0.0401;1022.4;6162;3
2017-04-18 23:00:00+00:00;12.76;2.21;0.7;0;0;1036.3;6216;2.76
2017-04-20 23:00:00+00:00;15.96;8.86;0.76;0;0;1032.1;5527;1.72
2017-04-22 23:00:00+00:00;14.49;5.58;0.8;0;0;1026.3;5345;2.09
2017-04-24 23:00:00+00:00;11.68;0.65;0.56;0;0;1013.9;6216;4.54
2017-04-26 23:00:00+00:00;11.81;-0.12;0.72;0.0035;0.0538;1019.6;6049;3.38
2017-04-28 23:00:00+00:00;15.47;2.49;0.75;0;0;1014.6;6216;3.79
2017-04-30 23:00:00+00:00;12.9;7.53;0.85;0.0694;0.7463;1003.2;6086;3.7
2017-05-02 23:00:00+00:00;11.88;7.15;0.82;0;0;1021.3;6013;4.22
2017-05-04 23:00:00+00:00;14.64;8.4;0.75;0;0;1019.8;6216;6.7
2017-05-06 23:00:00+00:00;16.77;8.41;0.78;0;0;1020.4;5431;2.39
2017-05-08 23:00:00+00:00;14.78;4.54;0.72;0;0;1022.2;6216;2.68
2017-05-10 23:00:00+00:00;19.97;7.13;0.78;0.0367;0.2873;996;5156;3.04
2017-05-12 23:00:00+00:00;16.87;11.28;0.81;0.0142;0.1585;1008.1;5.56;5.23
2017-05-14 23:00:00+00:00;16.81;9.48;0.88;0.0924;0.6234;1024.9;5734;5.98
2017-05-16 23:00:00+00:00;17.74;12.81;0.94;0.4841;1.4185;1016.9;5158;1.14
2017-05-18 23:00:00+00:00;15.18;9.13;0.83;0.0377;0.2517;1012.2;5938;3.58
2017-05-20 23:00:00+00:00;19.22;9.01;0.76;0;0;1023.4;6216;3.53
2017-05-22 23:00:00+00:00;20.24;11;0.81;0;0;1021.2;6216;3.02
2017-05-24 23:00:00+00:00;24.08;11.8;0.75;0;0;1023.4;6087;4.08
2017-05-26 23:00:00+00:00;18.49;12.94;0.83;0.0418;686;1014.5;6135;4.43
2017-05-28 23:00:00+00:00;18.31;12.85;0.91;0.1687;1.7818;1012.5;5305;1.88
2017-05-30 23:00:00+00:00;21.48;12.8;0.82;0;0;1022.3;5962;2.28
2017-06-01 23:00:00+00:00;24.63;11.65;0.77;0.0002;0.0081;1016.1;6188;1.97
2017-06-03 23:00:00+00:00;18.33;9.54;0.75;0;0;1017;6216;4.91
2017-06-05 23:00:00+00:00;16.44;10.19;0.79;0.3362;1.3579;997.3;5.5;8.95
2017-06-07 23:00:00+00:00;17.96;13.31;0.85;0.0726;1.0864;1011.2;6158;7.27
2017-06-09 23:00:00+00:00;20.35;13.3;0.79;0;0;1017.2;6201;6.05
2017-06-11 23:00:00+00:00;18.9;11.71;0.76;0;0;1018.3;6216;4.73
2017-06-13 23:00:00+00:00;24.48;10.07;0.72;0;0;1016.9;6156;2.2
2017-06-15 23:00:00+00:00;22.38;11.33;0.73;0;0;1024.2;6216;3.76
2017-06-17 23:00:00+00:00;28.53;14.99;0.71;0;0;1023.6;6216;1.2
2017-06-19 23:00:00+00:00;29.04;15.94;0.71;0;0;1017.1;5889;1.86
2017-06-21 23:00:00+00:00;23.15;16.46;0.8;0;0;1012.7;5.1;4.03
2017-06-23 23:00:00+00:00;18.63;16.06;0.89;0.0068;0.0886;1015;6008;5.4
2017-06-25 23:00:00+00:00;22.89;11.79;0.69;0;0;1014.1;6216;2.5
2017-06-27 23:00:00+00:00;17.66;13.71;0.91;0.0752;0.3073;997.6;4496;1.21
2017-06-29 23:00:00+00:00;21.32;12.99;0.78;0.0327;0.2856;1004.6;6216;2.68
2017-07-01 23:00:00+00:00;23.67;15.51;0.71;0.0003;0.0072;1020.8;6133;3.77
2017-07-03 23:00:00+00:00;21.93;11.97;0.79;0;0;1020.4;6216;2.23
2017-07-05 23:00:00+00:00;28.31;16.36;0.7;0;0;1014.2;6216;3.63
2017-07-07 23:00:00+00:00;24.89;15.54;0.74;0;0;1018.3;6216;2.52
2017-07-09 23:00:00+00:00;24.5;14.04;0.73;0;0;1009.1;6216;3.5
2017-07-11 23:00:00+00:00;21.29;14.18;0.8;0.2449;1.5503;1014;5401;3.06
2017-07-13 23:00:00+00:00;22.06;13.95;0.7;0;0;1020.2;6216;3.46
2017-07-15 23:00:00+00:00;24.77;17.38;0.82;0;0;1023.3;6216;3.25
2017-07-17 23:00:00+00:00;28.17;15.63;0.68;0.0007;0.0145;1015.4;6152;3.91
2017-07-19 23:00:00+00:00;19.91;14.59;0.78;0.0353;0.3134;1008.3;6119;4.68
2017-07-21 23:00:00+00:00;17.64;12.93;0.88;0.1797;0.8922;1007.9;5982;3.14
2017-07-23 23:00:00+00:00;20.71;13.31;0.84;0.0067;0.0702;1013.9;5852;3.82
2017-07-25 23:00:00+00:00;19.02;14.95;0.92;0.0578;0.3919;1008.7;5363;4.34
2017-07-27 23:00:00+00:00;18.9;14.55;0.86;0.0848;0.3544;1009.6;5808;6.76
2017-07-29 23:00:00+00:00;19.67;14.62;0.82;0.0774;883;1006.4;6058;4.95
2017-07-31 23:00:00+00:00;21.35;11.47;0.8;0;0;1015;6152;3.72
2017-08-02 23:00:00+00:00;19.65;15.52;0.84;0.0517;0.8945;1008.6;6013;7.77
2017-08-04 23:00:00+00:00;21.05;13.06;0.78;0.0797;656;1016.8;6216;2.75
2017-08-06 23:00:00+00:00;20.16;13.29;0.84;0.0063;0.1348;1018;6204;3.05
2017-08-08 23:00:00+00:00;16.3;11.7;0.91;0.3183;1.1729;1015.4;5113;2.4
2017-08-10 23:00:00+00:00;20.7;10.01;0.82;0.0026;0.0461;1019.8;5569;3.24
2017-08-12 23:00:00+00:00;21.63;11.97;0.71;0;0;1021.1;6216;1.43
2017-08-14 23:00:00+00:00;22.97;14.3;0.78;0;0;1015;6164;2.44
2017-08-16 23:00:00+00:00;21.56;16.35;0.87;0.1367;0.5834;1012.5;5659;5.31
2017-08-18 23:00:00+00:00;20.03;12.97;0.72;0.0068;0.1187;1017.9;6176;6.13
2017-08-20 23:00:00+00:00;20.35;14.34;0.94;0.1387;0.9981;1021;4188;1.16
2017-08-22 23:00:00+00:00;22.1;16.08;0.84;0;0;1013.7;4989;3.77
2017-08-24 23:00:00+00:00;23.61;9.83;0.79;0;0;1017.3;5965;0.94
2017-08-26 23:00:00+00:00;26.6;13.04;0.76;0;0;1017.9;6216;0.85
2017-08-28 23:00:00+00:00;26.36;15.23;0.78;0;0;1013.3;6.13;1.48
2017-08-30 23:00:00+00:00;19.62;7.92;0.81;0.0166;0.2153;1017.1;5972;2
2017-09-01 23:00:00+00:00;21.16;9.83;0.75;0;0;1022;6216;1.94
2017-09-03 23:00:00+00:00;19.55;14.74;0.93;0.1077;0.6981;1012;4725;3.52
2017-09-05 23:00:00+00:00;19.24;11.89;0.79;0;0;1019.5;6.22;3.8
2017-09-07 23:00:00+00:00;17.22;13.4;0.89;0.2946;1.1435;1001.2;6083;4.7
2017-09-09 23:00:00+00:00;17.18;8.21;0.88;0.0712;0.5883;1000.1;5849;4.74
2017-09-11 23:00:00+00:00;18.37;10.49;0.81;0.0811;1.1399;1005.5;5993;6.16
2017-09-13 23:00:00+00:00;17.36;8.29;0.81;0.0192;0.2525;1008.4;6108;5.3
2017-09-15 23:00:00+00:00;16.5;8.45;0.84;0.0061;97;1011.7;5913;1.15
2017-09-17 23:00:00+00:00;18.02;9.25;0.82;0.0389;0.6573;1017.6;5755;2.33
2017-09-19 23:00:00+00:00;17.13;10.91;0.87;0.0124;0.1514;1019.4;6172;3.93
2017-09-21 23:00:00+00:00;17.8;6.38;0.82;0;0;1021.6;6074;2.81
2017-09-23 23:00:00+00:00;20.67;11.6;0.85;0.0291;0.2285;1018.9;5267;4.24
2017-09-25 23:00:00+00:00;20.44;13.25;0.88;0;0;1021.7;3192;1.18
2017-09-27 23:00:00+00:00;19.33;13.88;0.87;0.2108;3.3671;1018.4;5673;3.75
2017-09-29 23:00:00+00:00;16.66;10.66;0.84;0.0431;0.7062;1017;6003;4.88
2017-10-01 23:00:00+00:00;17.71;11.18;0.8;0.0326;0.3191;1014.1;6188;7.27
2017-10-03 23:00:00+00:00;16.21;8.18;0.8;0;0;1023.4;6216;4.68
2017-10-05 23:00:00+00:00;16.35;7.04;0.77;0;0;1026;6216;3.12
2017-10-07 23:00:00+00:00;17.06;10.02;0.85;0;0;1020.2;6216;1.71
2017-10-09 23:00:00+00:00;16.11;10.86;0.88;0.0004;0.0122;1016.3;6187;4.3
2017-10-11 23:00:00+00:00;17.35;8.86;0.84;0.0009;0.0144;1020.4;6201;3.78
2017-10-13 23:00:00+00:00;18.68;13.92;0.91;0;0;1024.5;5751;3.26
2017-10-15 23:00:00+00:00;19.8;14.19;0.85;0;0;1016.6;6.04;5.76
2017-10-17 23:00:00+00:00;17.11;11.24;0.92;0.0314;0.1345;1011.3;3821;1.72
2017-10-19 23:00:00+00:00;15.62;12.1;0.8;0.0372;0.3333;1005.2;5893;8.58
2017-10-21 23:00:00+00:00;14.01;8.87;0.79;0.0007;0.0078;1013.9;6216;7.61
2017-10-23 23:00:00+00:00;16.38;14.22;0.95;0.0085;54;1019.3;5098;6.28
2017-10-25 23:00:00+00:00;15.72;12.3;0.93;0.0021;0.0196;1024.8;4474;1.24
2017-10-27 23:00:00+00:00;16.46;4.68;0.88;0;0;1027.8;5754;4.11
2017-10-30 00:00:00+00:00;12.49;2.45;0.84;0;0;1030.6;6216;1.16
2017-11-01 00:00:00+00:00;15.56;6.14;0.85;0;0;1019.4;5661;1.5
2017-11-03 00:00:00+00:00;14.36;4.18;0.93;0.0012;0.0636;1013.5;2626;0.72
2017-11-05 00:00:00+00:00;10.73;3.65;0.81;0;0;1015.1;6.21;4.03
2017-11-07 00:00:00+00:00;12.08;6.04;0.86;0.1503;0.7243;1017.9;6.03;5.56
2017-11-09 00:00:00+00:00;13.53;0.93;0.92;0.0037;0.0789;1024.2;5845;1.63
2017-11-11 00:00:00+00:00;13.27;7.89;0.92;0.1712;0.8465;1012;5.24;3.68
2017-11-13 00:00:00+00:00;8.18;1.61;0.78;0;0;1025.9;6216;3.03
2017-11-15 00:00:00+00:00;13.22;8.92;0.93;0.0036;0.0543;1024.3;4737;0.86
2017-11-17 00:00:00+00:00;10.39;0.9;0.81;0;0;1029;6216;1.05
2017-11-19 00:00:00+00:00;8.79;1.57;0.86;0;0;1023.7;6216;1.46
2017-11-21 00:00:00+00:00;14.04;11.79;0.87;0;0;1011.3;6216;7.44
2017-11-23 00:00:00+00:00;14.96;7.8;0.76;0.0905;1.0571;998.7;6216;8.61
2017-11-25 00:00:00+00:00;7.72;-1.4;0.83;0.0046;0.0375;1017;5943;3.94
2017-11-27 00:00:00+00:00;11.52;6.55;0.84;0.0625;0.4022;1015;5988;7.83
2017-11-29 00:00:00+00:00;5.92;0.85;0.82;0;0;1010.9;6216;5.07
2017-12-01 00:00:00+00:00;7.29;2.26;0.78;0;0;1020.5;6216;6.1
2017-12-03 00:00:00+00:00;10.41;5.37;0.91;0.0004;0.0069;1027.1;5194;2.76
2017-12-05 00:00:00+00:00;9;6.86;0.8;0;0;1036;6216;2.53
2017-12-07 00:00:00+00:00;12.52;4.33;0.88;0.1463;1.0471;1011.5;4621;7.6
2017-12-09 00:00:00+00:00;4.6;-0.9;0.83;1;0.0188;1015.8;6216;2.56
2017-12-11 00:00:00+00:00;3.19;-0.41;0.9;0.1144;0.6214;983.3;4729;5.19
2017-12-13 00:00:00+00:00;10.02;4.36;0.9;0.1274;0.5176;997.8;5579;6.59
2017-12-15 00:00:00+00:00;6.19;2.77;0.85;0.0101;0.0969;999;6174;5.9
2017-12-17 00:00:00+00:00;9.99;-2.04;0.93;0.0519;0.4431;1023.4;4.54;3.04
2017-12-19 00:00:00+00:00;7.88;-1.97;0.92;0;0;1035.5;4759;1.22
2017-12-21 00:00:00+00:00;11.61;9.2;0.94;0;0;1036.1;4.28;2.97
2017-12-23 00:00:00+00:00;10.09;7.72;0.94;0;0;1034.5;5821;4.43
2017-12-25 00:00:00+00:00;10.46;6.69;0.9;54;0.6846;1009;5392;9.68
2017-12-27 00:00:00+00:00;7.59;1.01;0.87;143;0.5869;988;5514;7.23
2017-12-29 00:00:00+00:00;8.92;-2.02;0.84;0.2821;2.0276;998.7;5725;7.02
2017-12-31 00:00:00+00:00;12.37;7.26;0.9;0.3306;0.9271;996.5;5345;10.8
2018-01-02 00:00:00+00:00;12.45;4.4;0.9;0.1063;0.4624;1006.7;4851;6.94
2018-01-04 00:00:00+00:00;12.38;7.49;0.85;0.1753;1.0262;996;5595;8.09
2018-01-06 00:00:00+00:00;5.98;3.09;0.89;0.0092;0.0917;1008.3;5689;4.26
2018-01-08 00:00:00+00:00;4.98;3.13;0.87;0;0;1020.2;6131;5.83
2018-01-10 00:00:00+00:00;10.54;1.69;0.9;0.0077;0.1044;1005.1;5553;3.02
2018-01-12 00:00:00+00:00;7.5;5.38;0.91;0.0008;0.0153;1025.5;4299;2.97
2018-01-14 00:00:00+00:00;7.36;3.8;0.81;0;0;1017.8;6088;2.27
2018-01-16 00:00:00+00:00;7.68;3.23;0.8;0.0312;0.2733;997.1;6216;9.16
2018-01-18 00:00:00+00:00;11.08;3.59;0.79;0.0913;1.6682;1001.9;6.11;10.98
2018-01-20 00:00:00+00:00;7.88;2.97;0.91;0.1226;0.5612;1002.9;3981;2.71
2018-01-22 00:00:00+00:00;10.78;7.9;0.84;0.0061;0.05;1012.8;6188;4.64
2018-01-24 00:00:00+00:00;11.98;6.67;0.93;0.2111;0.8853;1009;4319;10.33
2018-01-26 00:00:00+00:00;7.99;1.46;0.9;0.0027;0.0268;1018.9;5.9;1.71
2018-01-28 00:00:00+00:00;12.48;9.21;0.92;0;0;1031.8;6216;6.88
2018-01-30 00:00:00+00:00;10.13;-0.92;0.91;0.0307;0.2835;1027;5.84;2.83
2018-02-01 00:00:00+00:00;7.94;2.8;0.76;0;0;1004.1;6216;7.03
2018-02-03 00:00:00+00:00;5.47;2.78;0.91;0.0491;0.2366;1007.6;5652;1.74
2018-02-05 00:00:00+00:00;4.92;-0.05;0.83;0;0;1025.1;6216;4.57
2018-02-07 00:00:00+00:00;5.95;-0.77;0.75;0;0;1020.2;5952;3.95
2018-02-09 00:00:00+00:00;6.96;0.97;0.81;231;1.7698;1011.2;5979;6.93
2018-02-11 00:00:00+00:00;10.21;1.41;0.74;0.0112;0.1125;1005.2;6074;8.61
2018-02-13 00:00:00+00:00;5.92;2.37;0.86;0.1636;1.0315;1002.1;5237;8.28
2018-02-15 00:00:00+00:00;10.73;2.79;0.83;0.0033;0.06;1010.8;5589;4.77
2018-02-17 00:00:00+00:00;10.36;-0.04;0.86;0;0;1022.4;5326;1.56
2018-02-19 00:00:00+00:00;11.46;6.56;0.95;0.0218;0.1007;1017.3;3278;2.21
2018-02-21 00:00:00+00:00;8.23;1.04;0.79;0;0;1026.1;4476;2.73
2018-02-23 00:00:00+00:00;5.77;-1.68;0.74;0;0;1020.3;5754;5.07
2018-02-25 00:00:00+00:00;6.14;-1.65;0.64;0;0;1026.4;6216;5
2018-02-27 00:00:00+00:00;0.89;-4.91;0.76;0.0011;0.0144;1023.5;5.9;3.02
2018-03-01 00:00:00+00:00;-0.13;-4.35;0.77;0;0;999.1;3989;7.6
2018-03-03 00:00:00+00:00;7.16;0.81;0.9;0.1173;0.8096;990.8;1554;4.76
2018-03-05 00:00:00+00:00;8.3;4.52;0.92;0.0429;0.4504;988.4;5.68;5.14
